Car Name,Distance,Owner,Fuel,Drive,Car_Age,Selling_Price,Location
Maruti Ritz,59680,1,PETROL,Manual,14,76800,Delhi
Maruti S PRESSO,21336,1,PETROL,Manual,5,278600,Delhi
Maruti Ritz,87214,1,PETROL,Manual,13,88000,Delhi
Hyundai i10,95457,1,PETROL,Manual,15,68000,Delhi
Volkswagen Polo,27539,1,PETROL,Manual,13,143200,Delhi
Volkswagen Polo,31380,1,PETROL,Manual,14,120800,Delhi
Honda Brio,68384,1,PETROL,Manual,12,107600,Delhi
Maruti Wagon R 1.0,23760,1,PETROL,Manual,11,110400,Delhi
Maruti A Star,18589,1,PETROL,Manual,15,60000,Delhi
Maruti Zen Estilo,35817,1,PETROL,Manual,15,58800,Delhi
Maruti New Wagon-R,9739,1,PETROL,Manual,5,354900,Delhi
Maruti Alto K10,29255,1,PETROL,Manual,15,72400,Delhi
Maruti Alto K10,15985,1,PETROL,Manual,14,78400,Delhi
Maruti Wagon R 1.0,73371,1,PETROL,Manual,11,118400,Delhi
Maruti Alto 800,15918,1,PETROL,Manual,6,180400,Delhi
Maruti IGNIS,37093,1,PETROL,Manual,6,312400,Delhi
Renault Kwid,9490,1,PETROL,Manual,4,328300,Delhi
Renault Kwid,38183,1,PETROL,Manual,6,227150,Delhi
Hyundai i10,66490,1,PETROL,Manual,11,117600,Delhi
Hyundai i20,59025,1,PETROL,Manual,11,163600,Delhi
Maruti Wagon R 1.0,28235,1,PETROL,Manual,15,77200,Delhi
Hyundai i20,43703,1,PETROL,Manual,15,75280,Delhi
Renault Kiger,11647,1,PETROL,Manual,4,586600,Delhi
Hyundai i20,93910,1,PETROL,Manual,14,104000,Delhi
Hyundai Santro Xing,37987,1,PETROL,Manual,12,92800,Delhi
Renault Kiger,9759,1,PETROL,Manual,4,609000,Delhi
Hyundai i20,60806,1,PETROL,Manual,12,141600,Delhi
Volkswagen Polo,88120,1,PETROL,Manual,14,103200,Delhi
Renault Kwid,5943,1,PETROL,Manual,3,428400,Delhi
Maruti Alto,27896,1,PETROL,Manual,6,185900,Delhi
Hyundai i20,87753,1,PETROL,Manual,14,84800,Delhi
Renault Kwid,16174,1,PETROL,Manual,6,231550,Delhi
Maruti Wagon R 1.0,15347,1,PETROL,Manual,15,79600,Delhi
Maruti Zen Estilo,82224,1,PETROL,Manual,15,62800,Delhi
Maruti Celerio,80029,1,PETROL,Manual,10,129200,Delhi
Hyundai i20,61302,1,PETROL,Manual,15,104800,Delhi
Honda Jazz,74374,1,PETROL,Manual,9,175600,Delhi
Hyundai i10,35215,1,PETROL,Manual,10,124400,Delhi
Maruti Alto K10,79011,1,PETROL,Manual,15,66400,Delhi
Hyundai GRAND I10 NIOS,18223,1,PETROL,Manual,6,319000,Delhi
Maruti Wagon R 1.0,33034,1,PETROL,Manual,10,132640,Delhi
Maruti Alto,48360,1,PETROL,Manual,14,69200,Delhi
Honda Jazz,61496,1,PETROL,Manual,9,186000,Delhi
Hyundai Santro Xing,65042,1,PETROL,Manual,11,90000,Delhi
Maruti Ritz,39644,1,PETROL,Manual,14,78800,Delhi
Honda Brio,52775,1,PETROL,Manual,12,105600,Delhi
Maruti Alto 800,42611,1,PETROL,Manual,7,163900,Delhi
Hyundai i20,22167,1,PETROL,Manual,15,86400,Delhi
Hyundai i10,17962,1,PETROL,Manual,13,100800,Delhi
Hyundai NEW SANTRO,39729,1,PETROL,Manual,5,298200,Delhi
Renault Kwid,13872,1,PETROL,Manual,3,458150,Delhi
Volkswagen Polo,68935,1,PETROL,Manual,14,99200,Delhi
Hyundai i20,95047,1,PETROL,Manual,13,108000,Delhi
Hyundai i20,29712,1,PETROL,Manual,14,105200,Delhi
Maruti Ritz,81744,1,PETROL,Manual,15,71200,Delhi
Maruti Wagon R 1.0,47038,1,PETROL,Manual,12,113200,Delhi
Maruti IGNIS,14998,1,PETROL,Manual,4,396200,Delhi
Datsun Redi Go,15925,1,PETROL,Manual,7,163350,Delhi
Maruti Alto 800,34871,1,PETROL,Manual,10,114800,Delhi
Hyundai i20,32176,1,PETROL,Manual,14,112000,Delhi
Hyundai i10,54095,1,PETROL,Manual,14,82000,Delhi
Hyundai Santro Xing,51860,1,PETROL,Manual,13,88400,Delhi
Maruti Alto 800,46543,1,PETROL,Manual,9,90400,Delhi
Datsun Redi Go,44293,1,PETROL,Manual,7,133650,Delhi
Hyundai Santro Xing,49326,1,PETROL,Manual,13,84400,Delhi
Maruti Wagon R 1.0,65014,1,PETROL,Manual,11,124400,Delhi
Honda Brio,65393,1,PETROL,Manual,12,105600,Delhi
Hyundai i10,86777,1,PETROL,Manual,14,88000,Delhi
Maruti Wagon R 1.0,66402,1,PETROL,Manual,11,128000,Delhi
Maruti Wagon R 1.0,71576,1,PETROL,Manual,12,103600,Delhi
Maruti Celerio,9647,1,PETROL,Manual,4,341600,Delhi
Maruti Alto,21969,1,PETROL,Manual,4,258440,Delhi
Maruti Alto K10,35297,1,PETROL,Manual,13,78400,Delhi
Maruti Alto K10,52162,1,PETROL,Manual,15,68000,Delhi
Hyundai i10,71783,1,PETROL,Manual,14,79200,Delhi
Datsun Redi Go,10478,1,PETROL,Manual,7,163900,Delhi
Volkswagen Polo,73338,1,PETROL,Manual,14,84000,Delhi
Maruti Alto K10,45421,1,PETROL,Manual,9,128000,Delhi
Maruti New Wagon-R,10555,1,PETROL,Manual,4,350700,Delhi
Maruti Wagon R 1.0,22657,1,PETROL,Manual,15,67200,Delhi
Maruti IGNIS,31459,1,PETROL,Manual,5,383600,Delhi
Hyundai i10,14367,1,PETROL,Manual,15,59200,Delhi
Renault Kwid,25023,1,PETROL,Manual,5,264600,Delhi
Renault Kwid,9550,1,PETROL,Manual,6,203500,Delhi
Maruti Wagon R 1.0,98390,1,PETROL,Manual,11,124400,Delhi
Hyundai i20,24116,1,PETROL,Manual,13,130400,Delhi
Maruti Alto K10,66286,1,PETROL,Manual,7,189200,Delhi
Renault Kiger,1024,1,PETROL,Manual,3,617950,Delhi
Renault Kwid,38619,1,PETROL,Manual,6,218900,Delhi
Renault Kwid,5221,1,PETROL,Manual,3,428400,Delhi
Honda Jazz,97943,1,PETROL,Manual,15,77600,Delhi
Renault Kiger,33025,1,PETROL,Manual,4,507500,Delhi
Hyundai i20,65702,1,PETROL,Manual,15,72000,Delhi
Hyundai i10,16726,1,PETROL,Manual,10,135600,Delhi
Datsun Go Plus,19068,1,PETROL,Manual,6,257950,Delhi
Renault Kwid,11812,1,PETROL,Manual,4,320600,Delhi
Tata ALTROZ,54207,1,PETROL,Manual,5,485800,Delhi
Tata Tiago,86617,1,PETROL,Manual,9,165200,Delhi
Maruti Wagon R 1.0,26677,1,PETROL,Manual,10,124400,Delhi
Maruti New Wagon-R,8834,1,PETROL,Manual,6,304700,Delhi
Renault Kiger,7327,1,PETROL,Manual,4,624400,Delhi
Maruti Alto,16722,1,PETROL,Manual,5,223300,Delhi
Hyundai GRAND I10 NIOS,16792,1,PETROL,Manual,5,451500,Delhi
Maruti Alto 800,18486,1,PETROL,Manual,7,171050,Delhi
Honda Brio,58687,1,PETROL,Manual,11,134800,Delhi
Toyota Etios Liva,77156,1,PETROL,Manual,12,99600,Delhi
Renault Kiger,15991,1,PETROL,Manual,4,521500,Delhi
Hyundai Elite i20,50419,1,PETROL,Manual,10,189600,Delhi
Hyundai Elite i20,48192,1,PETROL,Manual,11,189600,Delhi
Hyundai Elite i20,29018,1,PETROL,Manual,11,176400,Delhi
Hyundai Elite i20,41664,1,PETROL,Manual,10,186000,Delhi
Hyundai Elite i20,21693,1,PETROL,Manual,10,228000,Delhi
Hyundai Elite i20,33329,1,PETROL,Manual,9,230800,Delhi
Hyundai Elite i20,37871,1,PETROL,Manual,9,226400,Delhi
Hyundai Elite i20,40108,1,PETROL,Manual,9,227600,Delhi
Hyundai Elite i20,69458,1,PETROL,Manual,10,189200,Delhi
Hyundai Elite i20,56614,1,PETROL,Manual,9,213600,Delhi
Hyundai Elite i20,36037,1,PETROL,Manual,9,226400,Delhi
Hyundai Elite i20,59397,1,PETROL,Manual,9,223200,Delhi
Hyundai Elite i20,24616,1,PETROL,Manual,9,219200,Delhi
Hyundai Elite i20,38241,1,PETROL,Manual,5,482755,Delhi
Hyundai Elite i20,78183,1,PETROL,Manual,6,341137.5,Delhi
Hyundai Grand i10,27721,1,PETROL,Manual,7,273350,Delhi
Hyundai Grand i10,42428,1,PETROL,Manual,9,168400,Delhi
Hyundai Grand i10,41285,1,PETROL,Manual,9,168000,Delhi
Hyundai Grand i10,11097,1,PETROL,Manual,7,276650,Delhi
Hyundai Grand i10,36474,1,PETROL,Manual,11,142000,Delhi
Hyundai Grand i10,23874,1,PETROL,Manual,7,275000,Delhi
Hyundai Grand i10,96895,1,PETROL,Manual,12,121200,Delhi
Hyundai Grand i10,34787,1,PETROL,Manual,7,284350,Delhi
Hyundai Grand i10,56766,1,PETROL,Manual,10,143600,Delhi
Hyundai Grand i10,28423,1,PETROL,Manual,9,182000,Delhi
Hyundai Grand i10,80513,1,PETROL,Manual,10,147200,Delhi
Maruti Baleno,31867,1,PETROL,Manual,6,374000,Delhi
Maruti Baleno,21202,1,PETROL,Manual,6,360250,Delhi
Maruti Baleno,44561,1,PETROL,Manual,6,348150,Delhi
Maruti Baleno,16150,1,PETROL,Manual,6,380600,Delhi
Maruti Baleno,38385,1,PETROL,Manual,9,205200,Delhi
Maruti Baleno,28991,1,PETROL,Manual,6,311850,Delhi
Maruti Baleno,58515,1,PETROL,Manual,9,173600,Delhi
Maruti Baleno,35053,1,PETROL,Manual,5,458500,Delhi
Maruti Baleno,13473,1,PETROL,Manual,4,506100,Delhi
Maruti Baleno,68584,1,PETROL,Manual,9,181600,Delhi
Maruti Baleno,27122,1,PETROL,Manual,7,332750,Delhi
Maruti Baleno,19613,1,PETROL,Manual,6,348700,Delhi
Maruti Baleno,62610,1,PETROL,Manual,6,294250,Delhi
Maruti Baleno,22126,1,PETROL,Manual,6,349800,Delhi
Maruti Baleno,45242,1,PETROL,Manual,10,199200,Delhi
Maruti Baleno,50252,1,PETROL,Manual,6,337150,Delhi
Maruti Baleno,24602,1,PETROL,Manual,6,383900,Delhi
Maruti Baleno,17802,1,PETROL,Manual,7,300850,Delhi
Maruti Baleno,10393,1,PETROL,Manual,5,490000,Delhi
Maruti Baleno,51250,1,PETROL,Manual,9,202800,Delhi
Maruti Baleno,51415,1,PETROL,Manual,9,192400,Delhi
Maruti Baleno,36594,1,PETROL,Manual,9,199600,Delhi
Hyundai Verna,42075,1,PETROL,Manual,4,433300,Delhi
Hyundai Verna,78994,1,PETROL,Manual,7,290950,Delhi
Hyundai Verna,57187,1,PETROL,Manual,7,148500,Delhi
Hyundai Verna,51078,1,PETROL,Manual,7,214500,Delhi
Hyundai Verna,65593,1,PETROL,Manual,9,224400,Delhi
Hyundai Verna,97106,1,PETROL,Manual,14,204400,Delhi
Hyundai Xcent,31133,1,PETROL,Manual,7,312400,Delhi
Tata TIGOR,40031,1,PETROL,Manual,7,289850,Delhi
Hyundai AURA,8584,1,PETROL,Manual,3,763300,Delhi
Hyundai AURA,42009,1,PETROL,Manual,5,454300,Delhi
Toyota Etios,76969,1,PETROL,Manual,14,106000,Delhi
Skoda Rapid,30761,1,PETROL,Manual,5,627900,Delhi
Skoda Rapid,20752,1,PETROL,Manual,13,231200,Delhi
Hyundai AURA,20183,1,PETROL,Manual,4,464800,Delhi
Hyundai AURA,38814,1,PETROL,Manual,4,438900,Delhi
Volkswagen Ameo,0,1,PETROL,Manual,6,332200,Delhi
Toyota Etios,13137,1,PETROL,Manual,12,263600,Delhi
Tata TIGOR,63696,1,PETROL,Manual,5,154700,Delhi
Hyundai AURA,25157,1,PETROL,Manual,4,307300,Delhi
Hyundai Xcent,94887,1,PETROL,Manual,11,126800,Delhi
Tata TIGOR,74369,1,PETROL,Manual,7,149600,Delhi
Hyundai Xcent,24103,1,PETROL,Manual,11,241200,Delhi
Toyota Etios,48489,1,PETROL,Manual,14,108000,Delhi
Maruti Ciaz,52698,1,PETROL,Manual,7,198550,Delhi
Maruti Ciaz,45297,1,PETROL,Manual,7,232100,Delhi
Maruti Ciaz,56282,1,PETROL,Manual,9,247200,Delhi
Maruti Ciaz,30513,1,PETROL,Manual,6,276650,Delhi
Maruti Ciaz,90059,1,PETROL,Manual,7,223850,Delhi
Maruti Ciaz,94136,1,PETROL,Manual,9,241600,Delhi
Maruti Ciaz,80323,1,PETROL,Manual,4,394800,Delhi
Maruti Ciaz,18628,1,PETROL,Manual,7,338250,Delhi
Maruti Dzire,49887,1,PETROL,Manual,7,365200,Delhi
Maruti Dzire,44546,1,PETROL,Manual,6,349250,Delhi
Maruti Dzire,20981,1,PETROL,Manual,6,355300,Delhi
Maruti Dzire,62621,1,PETROL,Manual,7,311300,Delhi
Maruti Dzire,84316,1,PETROL,Manual,3,445400,Delhi
Maruti Dzire,27026,1,PETROL,Manual,6,337700,Delhi
Maruti Dzire,99500,1,PETROL,Manual,6,178750,Delhi
Maruti Dzire,82058,1,PETROL,Manual,7,195800,Delhi
Maruti Dzire,88104,1,PETROL,Manual,6,336600,Delhi
Honda Amaze,16645,1,PETROL,Manual,6,400950,Delhi
Honda Amaze,46411,1,PETROL,Manual,9,182400,Delhi
Honda Amaze,48185,1,PETROL,Manual,9,206400,Delhi
Honda Amaze,4032,1,PETROL,Manual,9,238400,Delhi
Honda Amaze,93416,1,PETROL,Manual,11,136800,Delhi
Honda Amaze,22382,1,PETROL,Manual,6,364100,Delhi
Honda Amaze,17763,1,PETROL,Manual,6,218350,Delhi
Honda Amaze,69660,1,PETROL,Manual,11,140000,Delhi
Honda Amaze,92170,1,PETROL,Manual,6,289850,Delhi
Honda Amaze,34026,1,PETROL,Manual,10,154000,Delhi
Honda Amaze,72038,1,PETROL,Manual,5,457800,Delhi
Honda Amaze,43587,1,PETROL,Manual,10,257600,Delhi
Honda Amaze,43721,1,PETROL,Manual,10,196800,Delhi
Honda Amaze,62508,1,PETROL,Manual,7,236500,Delhi
Honda Amaze,93309,1,PETROL,Manual,3,532950,Delhi
Honda Amaze,68647,1,PETROL,Manual,7,197450,Delhi
Honda Amaze,31059,1,PETROL,Manual,10,178400,Delhi
Honda Amaze,47914,1,PETROL,Manual,7,332750,Delhi
Maruti Swift Dzire,16153,1,PETROL,Manual,14,349200,Delhi
Maruti Swift Dzire,55432,1,PETROL,Manual,12,87200,Delhi
Maruti Swift Dzire,65144,1,PETROL,Manual,15,76800,Delhi
Maruti Swift Dzire,66694,1,PETROL,Manual,10,178000,Delhi
Maruti Swift Dzire,59301,1,PETROL,Manual,12,143200,Delhi
Maruti Swift Dzire,62441,1,PETROL,Manual,10,164400,Delhi
Maruti Swift Dzire,49089,1,PETROL,Manual,11,318400,Delhi
Maruti Swift Dzire,69975,1,PETROL,Manual,15,77200,Delhi
Maruti Swift Dzire,37725,1,PETROL,Manual,11,156800,Delhi
Maruti Swift Dzire,39530,1,PETROL,Manual,9,154800,Delhi
Maruti Swift Dzire,21090,1,PETROL,Manual,12,161600,Delhi
Maruti Swift Dzire,33497,1,PETROL,Manual,12,140400,Delhi
Maruti Swift Dzire,83887,1,PETROL,Manual,11,85600,Delhi
Maruti Swift Dzire,52515,1,PETROL,Manual,11,150800,Delhi
Maruti Swift Dzire,83421,1,PETROL,Manual,13,112800,Delhi
Maruti Swift Dzire,82298,1,PETROL,Manual,9,192800,Delhi
Maruti Swift Dzire,11749,1,PETROL,Manual,9,188000,Delhi
Maruti Swift Dzire,68376,1,PETROL,Manual,12,132800,Delhi
Honda City,53355,1,PETROL,Manual,9,271200,Delhi
Honda City,55536,1,PETROL,Manual,7,115500,Delhi
Honda City,96271,1,PETROL,Manual,12,158000,Delhi
Honda City,22599,1,PETROL,Manual,9,268800,Delhi
Honda City,22758,1,PETROL,Manual,6,199100,Delhi
Honda City,75603,1,PETROL,Manual,7,348700,Delhi
Honda City,86391,1,PETROL,Manual,11,221600,Delhi
Honda City,37991,1,PETROL,Manual,11,274400,Delhi
Honda City,60713,1,PETROL,Manual,10,100800,Delhi
Honda City,52793,1,PETROL,Manual,15,207200,Delhi
Honda City,29332,1,PETROL,Manual,13,182000,Delhi
Hyundai Creta,95696,1,PETROL,Manual,9,293200,Delhi
Hyundai Creta,50947,1,PETROL,Manual,9,316800,Delhi
Hyundai Creta,87976,1,PETROL,Manual,9,310400,Delhi
Hyundai Creta,34687,1,PETROL,Manual,9,307200,Delhi
Hyundai Creta,76888,1,PETROL,Manual,10,282400,Delhi
Hyundai Creta,65531,1,PETROL,Manual,9,286400,Delhi
Hyundai Creta,15589,1,PETROL,Manual,6,580800,Delhi
Renault Duster,59943,1,PETROL,Manual,11,178400,Delhi
Ford Ecosport,47942,1,PETROL,Manual,7,464200,Delhi
Ford Ecosport,46706,1,PETROL,Manual,9,276800,Delhi
Renault Duster,47944,1,PETROL,Manual,6,419100,Delhi
Ford Ecosport,81297,1,PETROL,Manual,10,211600,Delhi
Honda BR-V,10319,1,PETROL,Manual,6,569250,Delhi
Ford Ecosport,84035,1,PETROL,Manual,6,397100,Delhi
Ford Ecosport,54308,1,PETROL,Manual,7,382250,Delhi
Ford Ecosport,54379,1,PETROL,Manual,11,192000,Delhi
Honda WR-V,37160,1,PETROL,Manual,7,343750,Delhi
Honda WR-V,56529,1,PETROL,Manual,6,393250,Delhi
Ford FREESTYLE,17523,1,PETROL,Manual,6,320650,Delhi
Tata NEXON,54264,1,PETROL,Manual,6,393800,Delhi
Hyundai VENUE,12415,1,PETROL,Manual,3,946900,Delhi
Nissan MAGNITE,13772,1,PETROL,Manual,3,699550,Delhi
Maruti Ertiga,57053,1,PETROL,Manual,11,230800,Delhi
Renault TRIBER,3449,1,PETROL,Manual,3,626152.5,Delhi
Ford Ecosport,40632,1,PETROL,Manual,10,216000,Delhi
Ford FREESTYLE,22989,1,PETROL,Manual,6,314600,Delhi
Renault Duster,43395,1,PETROL,Manual,6,416350,Delhi
Honda WR-V,12280,1,PETROL,Manual,7,427900,Delhi
Maruti Ertiga,18866,1,PETROL,Manual,11,258800,Delhi
Ford Ecosport,84606,1,PETROL,Manual,7,396550,Delhi
Honda WR-V,16859,1,PETROL,Manual,6,464200,Delhi
KIA SONET,12461,1,PETROL,Manual,5,846300,Delhi
Mahindra KUV 100 NXT,26967,1,PETROL,Manual,5,398300,Delhi
Hyundai VENUE,9564,1,PETROL,Manual,5,560700,Delhi
Mahindra XUV 3OO,10344,1,PETROL,Manual,5,613900,Delhi
Nissan MAGNITE,66065,1,PETROL,Manual,4,525000,Delhi
Hyundai VENUE,23036,1,PETROL,Manual,4,611100,Delhi
Maruti XL6,20593,1,PETROL,Manual,4,711200,Delhi
Renault TRIBER,18772,1,PETROL,Manual,4,418600,Delhi
Renault TRIBER,18132,1,PETROL,Manual,4,484400,Delhi
Toyota Corolla Altis,46034,1,PETROL,Manual,15,107600,Delhi
Maruti Alto K10,45785,1,PETROL,Manual,8,138800,Delhi
Hyundai Eon,25039,1,PETROL,Manual,8,116800,Delhi
Maruti Wagon R 1.0,55827,1,PETROL,Manual,8,140400,Delhi
Tata Tiago,91033,1,PETROL,Manual,8,154000,Delhi
Maruti IGNIS,26207,1,PETROL,Manual,8,212400,Delhi
Maruti Wagon R 1.0,75047,1,PETROL,Manual,8,134800,Delhi
Maruti IGNIS,60719,1,PETROL,Manual,8,164400,Delhi
Maruti Alto K10,31241,1,PETROL,Manual,8,123200,Delhi
Maruti Wagon R 1.0,83673,1,PETROL,Manual,8,122800,Delhi
Maruti Alto K10,42668,1,PETROL,Manual,8,134400,Delhi
Hyundai Elite i20,28830,1,PETROL,Manual,8,236000,Delhi
Hyundai Elite i20,48063,1,PETROL,Manual,8,225200,Delhi
Hyundai Elite i20,20448,1,PETROL,Manual,8,259200,Delhi
Hyundai Elite i20,19364,1,PETROL,Manual,8,259600,Delhi
Hyundai Elite i20,67262,1,PETROL,Manual,8,217200,Delhi
Hyundai Elite i20,37701,1,PETROL,Manual,8,204800,Delhi
Hyundai Elite i20,82374,1,PETROL,Manual,8,211200,Delhi
Hyundai Elite i20,13992,1,PETROL,Manual,8,227600,Delhi
Hyundai Elite i20,45302,1,PETROL,Manual,8,217600,Delhi
Hyundai Elite i20,24418,1,PETROL,Manual,8,221340,Delhi
Hyundai Elite i20,54760,1,PETROL,Manual,8,216000,Delhi
Hyundai Elite i20,17923,1,PETROL,Manual,8,234800,Delhi
Hyundai Elite i20,17698,1,PETROL,Manual,8,223680,Delhi
Hyundai Elite i20,83768,1,PETROL,Manual,8,200800,Delhi
Hyundai Grand i10,17815,1,PETROL,Manual,8,178800,Delhi
Hyundai Grand i10,28749,1,PETROL,Manual,8,197600,Delhi
Hyundai Grand i10,19924,1,PETROL,Manual,8,198400,Delhi
Hyundai Grand i10,17427,1,PETROL,Manual,8,193200,Delhi
Hyundai Grand i10,40795,1,PETROL,Manual,8,189600,Delhi
Hyundai Grand i10,43186,1,PETROL,Manual,8,197200,Delhi
Hyundai Grand i10,76612,1,PETROL,Manual,8,176800,Delhi
Hyundai Grand i10,25091,1,PETROL,Manual,8,184320,Delhi
Hyundai Grand i10,70336,1,PETROL,Manual,8,196000,Delhi
Hyundai Grand i10,76507,1,PETROL,Manual,8,175200,Delhi
Hyundai Grand i10,63011,1,PETROL,Manual,8,185200,Delhi
Hyundai Grand i10,15238,1,PETROL,Manual,8,184400,Delhi
Hyundai Grand i10,31604,1,PETROL,Manual,8,198800,Delhi
Maruti Baleno,54410,1,PETROL,Manual,8,198400,Delhi
Maruti Baleno,63801,1,PETROL,Manual,8,214000,Delhi
Maruti Baleno,41947,1,PETROL,Manual,8,219600,Delhi
Maruti Baleno,57559,1,PETROL,Manual,8,198400,Delhi
Maruti Baleno,29404,1,PETROL,Manual,8,208400,Delhi
Maruti Baleno,20275,1,PETROL,Manual,8,197200,Delhi
Maruti Baleno,80137,1,PETROL,Manual,8,200400,Delhi
Maruti Baleno,27985,1,PETROL,Manual,8,219200,Delhi
Maruti Baleno,74249,1,PETROL,Manual,8,200400,Delhi
Maruti Baleno,43381,1,PETROL,Manual,8,201600,Delhi
Maruti Baleno,57996,1,PETROL,Manual,8,209600,Delhi
Maruti Baleno,8011,1,PETROL,Manual,8,222400,Delhi
Maruti Baleno,42733,1,PETROL,Manual,8,218800,Delhi
Maruti Baleno,15861,1,PETROL,Manual,8,220800,Delhi
Maruti Baleno,20560,1,PETROL,Manual,8,219200,Delhi
Maruti Baleno,32062,1,PETROL,Manual,8,232400,Delhi
Volkswagen Vento,45599,1,PETROL,Manual,8,104000,Delhi
Hyundai Xcent,95666,1,PETROL,Manual,8,168000,Delhi
Hyundai Xcent,63055,1,PETROL,Manual,8,157200,Delhi
Volkswagen Vento,77120,1,PETROL,Manual,8,128400,Delhi
Hyundai Xcent,22424,1,PETROL,Manual,8,244800,Delhi
Maruti Ciaz,30052,1,PETROL,Manual,8,228000,Delhi
Maruti Ciaz,28555,1,PETROL,Manual,8,94400,Delhi
Maruti Ciaz,81868,1,PETROL,Manual,8,156800,Delhi
Maruti Ciaz,66931,1,PETROL,Manual,8,235600,Delhi
Maruti Dzire,12324,1,PETROL,Manual,8,226000,Delhi
Maruti Dzire,53119,1,PETROL,Manual,8,200800,Delhi
Maruti Dzire,41032,1,PETROL,Manual,8,318400,Delhi
Maruti Dzire,87184,1,PETROL,Manual,8,218400,Delhi
Honda Amaze,55427,1,PETROL,Manual,8,210400,Delhi
Maruti Swift Dzire,65798,1,PETROL,Manual,8,201200,Delhi
Honda City,66960,1,PETROL,Manual,8,197600,Delhi
Honda City,30068,1,PETROL,Manual,8,267200,Delhi
Honda City,73697,1,PETROL,Manual,8,239600,Delhi
Hyundai Creta,64585,1,PETROL,Manual,8,322400,Delhi
Hyundai Creta,96639,1,PETROL,Manual,8,314400,Delhi
Hyundai Creta,47556,1,PETROL,Manual,8,316800,Delhi
Ford Ecosport,14241,1,PETROL,Manual,8,279600,Delhi
Honda WR-V,87581,1,PETROL,Manual,8,245200,Delhi
Honda WR-V,39145,1,PETROL,Manual,8,260800,Delhi
Honda WR-V,51064,1,PETROL,Manual,8,278400,Delhi
Hyundai Tucson New,38835,1,PETROL,Manual,8,462000,Delhi
Renault Kwid,72337,1,PETROL,Manual,7,178200,Karnataka
Tata TIAGO NRG,43253,1,PETROL,Manual,6,315700,Karnataka
Renault Kwid,6587,1,PETROL,Manual,3,486200,Karnataka
Renault Kiger,20044,1,PETROL,Manual,4,472500,Karnataka
Datsun Redi Go,30732,1,PETROL,Manual,7,144100,Karnataka
Maruti Wagon R 1.0,14524,1,PETROL,Manual,8,185200,Karnataka
Hyundai Eon,43724,1,PETROL,Manual,10,119600,Karnataka
Maruti Alto K10,54671,1,PETROL,Manual,15,93200,Karnataka
Maruti Alto 800,48444,1,PETROL,Manual,12,114400,Karnataka
Maruti Baleno,43655,1,PETROL,Manual,9,252000,Karnataka
Volkswagen Polo,47613,1,PETROL,Manual,6,421850,Karnataka
Maruti IGNIS,36248,1,PETROL,Manual,8,238400,Karnataka
Maruti Alto K10,30751,1,PETROL,Manual,10,136400,Karnataka
Maruti Wagon R 1.0,15993,1,PETROL,Manual,8,185200,Karnataka
Hyundai Elite i20,72961,1,PETROL,Manual,10,259600,Karnataka
Maruti Alto 800,22042,1,PETROL,Manual,9,118400,Karnataka
Hyundai i10,82416,1,PETROL,Manual,15,116400,Karnataka
Hyundai i20,77526,1,PETROL,Manual,11,214000,Karnataka
Hyundai Santro Xing,84084,1,PETROL,Manual,15,97600,Karnataka
Hyundai Eon,74129,1,PETROL,Manual,9,125200,Karnataka
Tata ALTROZ,35172,1,PETROL,Manual,4,470400,Karnataka
Hyundai Grand i10,25617,1,PETROL,Manual,10,200800,Karnataka
Hyundai Grand i10,38426,1,PETROL,Manual,7,311300,Karnataka
Maruti Alto K10,57050,1,PETROL,Manual,13,98800,Karnataka
Hyundai Elite i20,50476,1,PETROL,Manual,10,269200,Karnataka
Hyundai Elite i20,49087,1,PETROL,Manual,5,533400,Karnataka
Tata Tiago,69734,1,PETROL,Manual,8,181600,Karnataka
Hyundai Grand i10,26923,1,PETROL,Manual,9,208800,Karnataka
Hyundai NEW I20,18568,1,PETROL,Manual,5,599200,Karnataka
Maruti Ritz,84623,1,PETROL,Manual,14,130800,Karnataka
Hyundai Grand i10,92736,1,PETROL,Manual,10,189200,Karnataka
Hyundai Elite i20,30534,1,PETROL,Manual,8,276000,Karnataka
Maruti Alto,41014,1,PETROL,Manual,14,92000,Karnataka
Renault Kwid,52231,1,PETROL,Manual,6,247500,Karnataka
Renault Kwid,53128,1,PETROL,Manual,8,155200,Karnataka
Hyundai Elite i20,57459,1,PETROL,Manual,9,263200,Karnataka
Hyundai Santro Xing,77426,1,PETROL,Manual,11,118000,Karnataka
Maruti Wagon R 1.0,33230,1,PETROL,Manual,11,146400,Karnataka
Hyundai Elite i20,48285,1,PETROL,Manual,8,282400,Karnataka
Hyundai i20,77289,1,PETROL,Manual,12,166400,Karnataka
Maruti Celerio,38275,1,PETROL,Manual,11,152400,Karnataka
Hyundai Grand i10,87447,1,PETROL,Manual,9,165200,Karnataka
Hyundai i20,55836,1,PETROL,Manual,11,210000,Karnataka
Maruti Ritz,87652,1,PETROL,Manual,14,128000,Karnataka
Toyota Etios Liva,77476,1,PETROL,Manual,14,147200,Karnataka
Hyundai i10,29960,1,PETROL,Manual,9,163200,Karnataka
Maruti Wagon R 1.0,37083,1,PETROL,Manual,10,169600,Karnataka
Hyundai Grand i10,46214,1,PETROL,Manual,9,214400,Karnataka
Hyundai Elite i20,72732,1,PETROL,Manual,9,239200,Karnataka
Honda Jazz,35562,1,PETROL,Manual,4,595000,Karnataka
Maruti Wagon R 1.0,82391,1,PETROL,Manual,11,131200,Karnataka
